id,text,lang,category
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362147783950666,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362130922557813,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362034080579750,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362013586952481,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362373395276029,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362089902555437,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362084579754332,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362373395276029,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362089902555437,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362084579754332,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362068566147093,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362373395276029,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362089902555437,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362084579754332,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362068566147093,RT  Newt Gingrich Unloads on Joe Biden You Cannot Allow this Man to Be Commander in Chief  For the Survival of this Nation ,en,US
1756362172471324693, Biden was president  what would you want him to say knowinbh our adversaries would be listening Dont be a fool Hardwood  cmon man,en,US
1756362172471324693, Biden was president  what would you want him to say knowinbh our adversaries would be listening Dont be a fool Hardwood  cmon man,en,US
1756362172471324693, Biden was president  what would you want him to say knowinbh our adversaries would be listening Dont be a fool Hardwood  cmon man,en,US
1756362122479480845,RT  Robert Hur may think President Joe Bidens memory is faulty, but its a safe bet the president will never forget the shiv,en,US
1756362122479480845,RT  Robert Hur may think President Joe Bidens memory is faulty, but its a safe bet the president will never forget the shiv,en,US
1756362122479480845,RT  Robert Hur may think President Joe Bidens memory is faulty, but its a safe bet the president will never forget the shiv,en,US
1755999936020169067,RT  This is a good point too Theres definitely two sides to the Biden agememory debate 

Actually theres a third  But T,en,US
1756362163071877353, Hes a hack 

Biden lied three times during his press conference, couldnt remember the name of a school and mixed up Mexico and Egypt,en,US
1756362163071877353, Hes a hack 

Biden lied three times during his press conference, couldnt remember the name of a school and mixed up Mexico and Egypt,en,US
1756362163071877353, Hes a hack 

Biden lied three times during his press conference, couldnt remember the name of a school and mixed up Mexico and Egypt,en,US
1756362366214652366,I consider  Biden as a member of these  past genocidal maniacs who committed crimes against humanity   
1756362366214652366,I consider  Biden as a member of these  past genocidal maniacs who committed crimes against humanity   
1756362366214652366,I consider  Biden as a member of these  past genocidal maniacs who committed crimes against humanity   
1756362382123638918, No one believes anyone called Kamala on Oct 7th
If Biden is found senile enough to be removed, Kamala must be removed along with him for dereliction of duty,en,US
1756362382123638918, No one believes anyone called Kamala on Oct 7th
If Biden is found senile enough to be removed, Kamala must be removed along with him for dereliction of duty,en,US
1756362382123638918, No one believes anyone called Kamala on Oct 7th
If Biden is found senile enough to be removed, Kamala must be removed along with him for dereliction of duty,en,US
1756362222073258150, Katie what interview in particular would clear up this issue 

Example in this interview present Biden sounds on top of his game 


1756362222073258150, Katie what interview in particular would clear up this issue 

Example in this interview present Biden sounds on top of his game 


1756362222073258150, Katie what interview in particular would clear up this issue 

Example in this interview present Biden sounds on top of his game 


1756362071586058719, This is not just a Biden problem all the problems in our country and the world were caused by Elitist Democrats Dont let them fool you if they kick Dementia Joe to the curb,en,US
1756362071586058719, This is not just a Biden problem all the problems in our country and the world were caused by Elitist Democrats Dont let them fool you if they kick Dementia Joe to the curb,en,US
1756362204843044923, I dont think Biden is too old or frail to go to jail I got no problem with it at all If Biden identifies as a women he could spend his time with Hillary, just sayin≥≥≥,en,US
1756362204843044923, I dont think Biden is too old or frail to go to jail I got no problem with it at all If Biden identifies as a women he could spend his time with Hillary, just sayin≥≥≥,en,US
1756362204843044923, I dont think Biden is too old or frail to go to jail I got no problem with it at all If Biden identifies as a women he could spend his time with Hillary, just sayin≥≥≥,en,US
1756362384686395730,  Oh yes, definitely BS The reason hes not doing it is a prevent defense strategy by his handlers Biden is busy with things like Israel and not focused on campaigning which is a huge mistake,en,US
1756362384686395730,  Oh yes, definitely BS The reason hes not doing it is a prevent defense strategy by his handlers Biden is busy with things like Israel and not focused on campaigning which is a huge mistake,en,US
1756362384686395730,  Oh yes, definitely BS The reason hes not doing it is a prevent defense strategy by his handlers Biden is busy with things like Israel and not focused on campaigning which is a huge mistake,en,US
1756362320345973090,  The key word is allegedly You think Biden accidentally took the documents Come on man, your a journalist, your supposed to report the truth but you try to circumvent the truth just like the democrats,en,US
1756362320345973090,  The key word is allegedly You think Biden accidentally took the documents Come on man, your a journalist, your supposed to report the truth but you try to circumvent the truth just like the democrats,en,US
1756362320345973090,  The key word is allegedly You think Biden accidentally took the documents Come on man, your a journalist, your supposed to report the truth but you try to circumvent the truth just like the democrats,en,US
1756362005642969362, this POS has a lot of nerve to talk about anyone doing an interview and the type of questions they ask or dont ask Chris Wallace will always be remembered for the cover he gave Joe Biden thats when I knew fox was in the tank,en,US
1756362005642969362, this POS has a lot of nerve to talk about anyone doing an interview and the type of questions they ask or dont ask Chris Wallace will always be remembered for the cover he gave Joe Biden thats when I knew fox was in the tank,en,US
1756362326712738028,   Why dont you see Biden is facing the same obstacles that ultimately led to Hillary Clintons loss 

Most of 2022 polls were in the margin of error and the prospect of Rs taking the House came still true

Biden needs to swing a container ship but is stuck in the Suez Canal,en,US
1756362326712738028,   Why dont you see Biden is facing the same obstacles that ultimately led to Hillary Clintons loss 
